状态ID,页面ID,平台,页面,状态码,进入条件,展示行为,允许操作,禁用操作,恢复策略,埋点事件,是否终态,成熟度
STA-00942,ADM-USER-001,ADMIN,用户列表,CONTENT,核心数据完整且可交互,展示内容并按权限/状态机计算操作入口,页面定义的读写动作,与当前状态、权限或服务端version冲突的所有写操作,刷新或执行操作,page_state_adm_user_001_content,否,FROZEN_V1.2.2
STA-00943,ADM-USER-001,ADMIN,用户列表,EMPTY,查询成功但无符合条件的数据,展示业务化空状态、当前筛选和明确下一步,清除筛选/创建/返回,与当前状态、权限或服务端version冲突的所有写操作,修改筛选或执行主行动,page_state_adm_user_001_empty,否,FROZEN_V1.2.2
STA-00944,ADM-USER-001,ADMIN,用户列表,REFRESHING,已有内容上执行刷新,保留内容并显示轻量刷新指示,取消刷新,与当前状态、权限或服务端version冲突的所有写操作,失败保留旧数据,page_state_adm_user_001_refreshing,否,FROZEN_V1.2.2
STA-00945,ADM-USER-001,ADMIN,用户列表,PARTIAL_ERROR,非首屏请求或单模块失败,保留现有内容并在对应区域提示,局部重试,与当前状态、权限或服务端version冲突的所有写操作,成功后回到CONTENT,page_state_adm_user_001_partial_error,否,FROZEN_V1.2.2
STA-00946,ADM-USER-001,ADMIN,用户列表,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_user_001_no_permission,是,FROZEN_V1.2.2
STA-00947,ADM-USER-001,ADMIN,用户列表,ERROR,请求失败且无法展示可靠内容,展示稳定错误码、requestId、重试和返回,重试/返回,与当前状态、权限或服务端version冲突的所有写操作,按错误码恢复,page_state_adm_user_001_error,否,FROZEN_V1.2.2
STA-00948,ADM-USER-001,ADMIN,用户列表,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_user_001_offline,否,FROZEN_V1.2.2
STA-00949,ADM-USER-002,ADMIN,用户详情,LOADING,首屏数据请求进行中,显示与最终布局一致的骨架屏,返回,与当前状态、权限或服务端version冲突的所有写操作,失败后显示重试,page_state_adm_user_002_loading,否,FROZEN_V1.2.2
STA-00950,ADM-USER-002,ADMIN,用户详情,CONTENT,核心数据完整且可交互,展示内容并按权限/状态机计算操作入口,页面定义的读写动作,与当前状态、权限或服务端version冲突的所有写操作,刷新或执行操作,page_state_adm_user_002_content,否,FROZEN_V1.2.2
STA-00951,ADM-USER-002,ADMIN,用户详情,STALE,后台详情版本已过期,保留只读快照并提示刷新,重新加载,与当前状态、权限或服务端version冲突的所有写操作,不得覆盖服务端新版本,page_state_adm_user_002_stale,否,FROZEN_V1.2.2
STA-00952,ADM-USER-002,ADMIN,用户详情,NOT_FOUND,资源不存在、已删除或不再可访问,显示资源状态，移除无效入口,返回来源列表,与当前状态、权限或服务端version冲突的所有写操作,来源列表同步更新,page_state_adm_user_002_not_found,是,FROZEN_V1.2.2
STA-00953,ADM-USER-002,ADMIN,用户详情,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_user_002_no_permission,是,FROZEN_V1.2.2
STA-00954,ADM-USER-002,ADMIN,用户详情,CONFLICT,expectedVersion或状态机冲突,展示数据已变化和差异摘要,重新加载/放弃本地变更,与当前状态、权限或服务端version冲突的所有写操作,禁止盲目覆盖,page_state_adm_user_002_conflict,否,FROZEN_V1.2.2
STA-00955,ADM-USER-002,ADMIN,用户详情,ERROR,请求失败且无法展示可靠内容,展示稳定错误码、requestId、重试和返回,重试/返回,与当前状态、权限或服务端version冲突的所有写操作,按错误码恢复,page_state_adm_user_002_error,否,FROZEN_V1.2.2
STA-00956,ADM-USER-002,ADMIN,用户详情,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_user_002_offline,否,FROZEN_V1.2.2
STA-00957,ADM-ID-001,ADMIN,实名列表,LOADING,首屏数据请求进行中,显示与最终布局一致的骨架屏,返回,与当前状态、权限或服务端version冲突的所有写操作,失败后显示重试,page_state_adm_id_001_loading,否,FROZEN_V1.2.2
STA-00958,ADM-ID-001,ADMIN,实名列表,CONTENT,核心数据完整且可交互,展示内容并按权限/状态机计算操作入口,页面定义的读写动作,与当前状态、权限或服务端version冲突的所有写操作,刷新或执行操作,page_state_adm_id_001_content,否,FROZEN_V1.2.2
STA-00959,ADM-ID-001,ADMIN,实名列表,EMPTY,查询成功但无符合条件的数据,展示业务化空状态、当前筛选和明确下一步,清除筛选/创建/返回,与当前状态、权限或服务端version冲突的所有写操作,修改筛选或执行主行动,page_state_adm_id_001_empty,否,FROZEN_V1.2.2
STA-00960,ADM-ID-001,ADMIN,实名列表,REFRESHING,已有内容上执行刷新,保留内容并显示轻量刷新指示,取消刷新,与当前状态、权限或服务端version冲突的所有写操作,失败保留旧数据,page_state_adm_id_001_refreshing,否,FROZEN_V1.2.2
STA-00961,ADM-ID-001,ADMIN,实名列表,PARTIAL_ERROR,非首屏请求或单模块失败,保留现有内容并在对应区域提示,局部重试,与当前状态、权限或服务端version冲突的所有写操作,成功后回到CONTENT,page_state_adm_id_001_partial_error,否,FROZEN_V1.2.2
STA-00962,ADM-ID-001,ADMIN,实名列表,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_id_001_no_permission,是,FROZEN_V1.2.2
STA-00963,ADM-ID-001,ADMIN,实名列表,PENDING,结果等待审核、支付或异步处理,展示当前阶段、预计动作和刷新入口,刷新/返回,与当前状态、权限或服务端version冲突的所有写操作,通过查询更新,page_state_adm_id_001_pending,否,FROZEN_V1.2.2
STA-00964,ADM-ID-001,ADMIN,实名列表,REJECTED,审核或审批被拒绝,展示结构化原因和可编辑范围,修改/申诉/返回,与当前状态、权限或服务端version冲突的所有写操作,原版本保持不可用,page_state_adm_id_001_rejected,是,FROZEN_V1.2.2
STA-00965,ADM-ID-001,ADMIN,实名列表,COMPLETED,任务条件满足或奖励已领取,展示结果和账本入口,查看记录/返回,与当前状态、权限或服务端version冲突的所有写操作,重复进入查询已有结果,page_state_adm_id_001_completed,是,FROZEN_V1.2.2
STA-00966,ADM-ID-001,ADMIN,实名列表,ERROR,请求失败且无法展示可靠内容,展示稳定错误码、requestId、重试和返回,重试/返回,与当前状态、权限或服务端version冲突的所有写操作,按错误码恢复,page_state_adm_id_001_error,否,FROZEN_V1.2.2
STA-00967,ADM-ID-001,ADMIN,实名列表,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_id_001_offline,否,FROZEN_V1.2.2
STA-00968,ADM-ID-002,ADMIN,实名详情与复核,QUEUE,审核/工单队列加载完成,展示筛选、优先级和分配状态,领取/分配/查看,与当前状态、权限或服务端version冲突的所有写操作,并发分配使用版本锁,page_state_adm_id_002_queue,否,FROZEN_V1.2.2
STA-00969,ADM-ID-002,ADMIN,实名详情与复核,ASSIGNED,任务已分配给当前或其他处理人,展示处理人和SLA,开始处理/转派,与当前状态、权限或服务端version冲突的所有写操作,无权限者只读,page_state_adm_id_002_assigned,否,FROZEN_V1.2.2
STA-00970,ADM-ID-002,ADMIN,实名详情与复核,REVIEWING,处理人正在查看证据和规则,展示证据、历史和决定表单,决定/保存备注,与当前状态、权限或服务端version冲突的所有写操作,原图访问有时效,page_state_adm_id_002_reviewing,否,FROZEN_V1.2.2
STA-00971,ADM-ID-002,ADMIN,实名详情与复核,SUBMITTING,写请求已提交，结果未确定,锁定同资源写操作，保留输入，展示进度,查询结果/取消（业务允许时）,与当前状态、权限或服务端version冲突的所有写操作,不得重复生成新业务意图,page_state_adm_id_002_submitting,否,FROZEN_V1.2.2
STA-00972,ADM-ID-002,ADMIN,实名详情与复核,DECIDED,审核决定已提交,显示结果、通知和审计时间线,下一条/查看详情,与当前状态、权限或服务端version冲突的所有写操作,决定不可直接修改,page_state_adm_id_002_decided,是,FROZEN_V1.2.2
STA-00973,ADM-ID-002,ADMIN,实名详情与复核,CONFLICT,expectedVersion或状态机冲突,展示数据已变化和差异摘要,重新加载/放弃本地变更,与当前状态、权限或服务端version冲突的所有写操作,禁止盲目覆盖,page_state_adm_id_002_conflict,否,FROZEN_V1.2.2
STA-00974,ADM-ID-002,ADMIN,实名详情与复核,ERROR,请求失败且无法展示可靠内容,展示稳定错误码、requestId、重试和返回,重试/返回,与当前状态、权限或服务端version冲突的所有写操作,按错误码恢复,page_state_adm_id_002_error,否,FROZEN_V1.2.2
STA-00975,ADM-ID-002,ADMIN,实名详情与复核,PENDING,结果等待审核、支付或异步处理,展示当前阶段、预计动作和刷新入口,刷新/返回,与当前状态、权限或服务端version冲突的所有写操作,通过查询更新,page_state_adm_id_002_pending,否,FROZEN_V1.2.2
STA-00976,ADM-ID-002,ADMIN,实名详情与复核,REJECTED,审核或审批被拒绝,展示结构化原因和可编辑范围,修改/申诉/返回,与当前状态、权限或服务端version冲突的所有写操作,原版本保持不可用,page_state_adm_id_002_rejected,是,FROZEN_V1.2.2
STA-00977,ADM-ID-002,ADMIN,实名详情与复核,COMPLETED,任务条件满足或奖励已领取,展示结果和账本入口,查看记录/返回,与当前状态、权限或服务端version冲突的所有写操作,重复进入查询已有结果,page_state_adm_id_002_completed,是,FROZEN_V1.2.2
STA-00978,ADM-ID-002,ADMIN,实名详情与复核,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_id_002_offline,否,FROZEN_V1.2.2
STA-00979,ADM-ID-002,ADMIN,实名详情与复核,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_id_002_no_permission,是,FROZEN_V1.2.2
STA-00980,ADM-CONTENT-001,ADMIN,统一内容列表,LOADING,首屏数据请求进行中,显示与最终布局一致的骨架屏,返回,与当前状态、权限或服务端version冲突的所有写操作,失败后显示重试,page_state_adm_content_001_loading,否,FROZEN_V1.2.2
STA-00981,ADM-CONTENT-001,ADMIN,统一内容列表,CONTENT,核心数据完整且可交互,展示内容并按权限/状态机计算操作入口,页面定义的读写动作,与当前状态、权限或服务端version冲突的所有写操作,刷新或执行操作,page_state_adm_content_001_content,否,FROZEN_V1.2.2
STA-00982,ADM-CONTENT-001,ADMIN,统一内容列表,EMPTY,查询成功但无符合条件的数据,展示业务化空状态、当前筛选和明确下一步,清除筛选/创建/返回,与当前状态、权限或服务端version冲突的所有写操作,修改筛选或执行主行动,page_state_adm_content_001_empty,否,FROZEN_V1.2.2
STA-00983,ADM-CONTENT-001,ADMIN,统一内容列表,REFRESHING,已有内容上执行刷新,保留内容并显示轻量刷新指示,取消刷新,与当前状态、权限或服务端version冲突的所有写操作,失败保留旧数据,page_state_adm_content_001_refreshing,否,FROZEN_V1.2.2
STA-00984,ADM-CONTENT-001,ADMIN,统一内容列表,PARTIAL_ERROR,非首屏请求或单模块失败,保留现有内容并在对应区域提示,局部重试,与当前状态、权限或服务端version冲突的所有写操作,成功后回到CONTENT,page_state_adm_content_001_partial_error,否,FROZEN_V1.2.2
STA-00985,ADM-CONTENT-001,ADMIN,统一内容列表,NO_PERMISSION,后台角色或数据范围不足,隐藏敏感内容并记录访问拒绝,返回/申请权限,与当前状态、权限或服务端version冲突的所有写操作,禁止仅靠前端绕过,page_state_adm_content_001_no_permission,是,FROZEN_V1.2.2
STA-00986,ADM-CONTENT-001,ADMIN,统一内容列表,ERROR,请求失败且无法展示可靠内容,展示稳定错误码、requestId、重试和返回,重试/返回,与当前状态、权限或服务端version冲突的所有写操作,按错误码恢复,page_state_adm_content_001_error,否,FROZEN_V1.2.2
STA-00987,ADM-CONTENT-001,ADMIN,统一内容列表,OFFLINE,网络不可用,只读页面可展示标记为缓存的数据；写操作禁用,重试网络,与当前状态、权限或服务端version冲突的所有写操作,恢复网络后主动刷新,page_state_adm_content_001_offline,否,FROZEN_V1.2.2
STA-00988,ADM-CONTENT-002,ADMIN,内容详情,LOADING,首屏数据请求进行中,显示与最终布局一致的骨架屏,返回,与当前状态、权限或服务端version冲突的所有写操作,失败后显示重试,page_state_adm_content_002_loading,否,FROZEN_V1.2.2
STA-00989,ADM-CONTENT-002,ADMIN,内容详情,CONTENT,核心数据完整且可交互,展示内容并按权限/状态机计算操作入口,页面定义的读写动作,与当前状态、权限或服务端version冲突的所有写操作,刷新或执行操作,page_state_adm_content_002_content,否,FROZEN_V1.2.2
STA-00990,ADM-CONTENT-002,ADMIN,内容详情,STALE,后台详情版本已过期,保留只读快照并提示刷新,重新加载,与当前状态、权限或服务端version冲突的所有写操作,不得覆盖服务端新版本,page_state_adm_content_002_stale,否,FROZEN_V1.2.2
STA-00991,ADM-CONTENT-002,ADMIN,内容详情,NOT_FOUND,资源不存在、已删除或不再可访问,显示资源状态，移除无效入口,返回来源列表,与当前状态、权限或服务端version冲突的所有写操作,来源列表同步更新,page_state_adm_content_002_not_found,是,FROZEN_V1.2.2
