key,group,type,default,secret,required,editable_by,approval,snapshot_on_business,runtime_reload,description,enum,lifecycle,required_in,reload_strategy,restart_required,secret_ref_policy,validator,owner,change_risk,rollback_supported,schema_version,display_name,ui_group,control_type,unit,min_value,max_value,step,pattern,option_source,help_text,risk_prompt,visible_when,enabled_when,dependency_keys,cross_field_rule_ids,approver_role,impact_scope,preview_strategy,rollback_strategy,audit_event,ui_order,ui_schema_version,maturity
ops.alert.api_p95_ms,operations,integer,500,False,False,"['platform_engineer', 'security_admin', 'auditor']",OWNER_REVIEW,False,False,普通API P95告警毫秒,,STARTUP_CONFIGURATION,"STAGING,PRODUCTION",RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,operations_owner,HIGH,True,1,普通API P95告警毫秒,运维治理,NUMBER_INPUT,毫秒,100,300000,100,,none,普通API P95告警毫秒。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-015;CFG-RULE-016,security_admin,运维治理领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.operations.changed,6,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.security_challenge.ttl_seconds,auth,integer,120,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,安全挑战有效期秒,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,安全挑战有效期秒,账号与安全 / security challenge,NUMBER_INPUT,秒,60,300,1,,none,安全挑战有效期秒。默认120秒，仅允许60至300秒；值来源、环境、生效和回滚必须遵守配置生命周期，禁止在业务代码中另设默认值。,该配置影响认证安全与可用性；保存只生成草稿，双人审批和影响预览通过后方可激活。,当前值为60至300秒且认证依赖满足,具备编辑角色，当前无激活任务；涉及生产安全时会话已升级,,CFG-RULE-004,security_admin,账号与安全领域；影响Android和H5登录、注册、短信发送与忘记密码安全验证,保存前显示旧值/新值、范围校验、受影响环境和安全验证流程差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,12,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.security_challenge.max_attempts,auth,integer,5,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,单次挑战最大尝试,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,单次挑战最大尝试,账号与安全 / security challenge,NUMBER_INPUT,个/次,0,1000000,1,,none,单次挑战最大尝试。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,13,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.password.require_letters,auth,boolean,True,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,密码要求字母,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,密码要求字母,账号与安全 / password,SWITCH,,,,,,none,密码要求字母。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,14,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.password.require_digits,auth,boolean,True,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,密码要求数字,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,密码要求数字,账号与安全 / password,SWITCH,个/次,0,1000000,1,,none,密码要求数字。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,15,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.session.access_ttl_seconds,auth,integer,7200,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,Access Token有效期,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,Access Token有效期,账号与安全 / session,NUMBER_INPUT,秒,1,2592000,1,,none,Access Token有效期。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,16,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.session.refresh_ttl_seconds,auth,integer,2592000,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,Refresh Token有效期,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,Refresh Token有效期,账号与安全 / session,NUMBER_INPUT,秒,1,2592000,1,,none,Refresh Token有效期。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,17,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.session.max_active_devices,auth,integer,5,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,最大活跃设备数,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,最大活跃设备数,账号与安全 / session,NUMBER_INPUT,个/次,0,1000000,1,,none,最大活跃设备数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,18,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.registration.daily_ip_limit,auth,integer,20,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,单IP每日注册上限,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,单IP每日注册上限,账号与安全 / registration,NUMBER_INPUT,,,,,,none,单IP每日注册上限。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,19,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.registration.daily_device_limit,auth,integer,3,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,单设备每日注册上限,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,单设备每日注册上限,账号与安全 / registration,NUMBER_INPUT,,,,,,none,单设备每日注册上限。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,20,1.2.2,FROZEN_OPERATIONAL_V1.2.2
auth.login.daily_ip_failure_limit,auth,integer,50,False,True,"['security_admin', 'platform_engineer']",TWO_PERSON,False,False,单IP每日失败阈值,,STARTUP_CONFIGURATION,ALL,RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,auth_owner,HIGH,True,1,单IP每日失败阈值,账号与安全 / login,NUMBER_INPUT,,,,,,none,单IP每日失败阈值。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-001;CFG-RULE-002;CFG-RULE-003;CFG-RULE-004;CFG-RULE-005,security_admin,账号与安全领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.auth.changed,21,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.verify.max_attempts,sms,integer,5,False,False,"['platform_engineer', 'security_admin']",OWNER_REVIEW,False,False,验证码最大校验次数,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,验证码最大校验次数,短信 / verify,NUMBER_INPUT,个/次,0,1000000,1,,none,验证码最大校验次数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,18,1.2.2,FROZEN_OPERATIONAL_V1.2.2
sms.send.daily_device_limit,sms,integer,20,False,False,"['platform_engineer', 'security_admin']",OWNER_REVIEW,False,False,单设备每日短信上限,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,sms_owner,HIGH,True,1,单设备每日短信上限,短信 / send,NUMBER_INPUT,,,,,,none,单设备每日短信上限。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-038;CFG-RULE-039;CFG-RULE-040;CFG-RULE-041,security_admin,短信领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.sms.changed,19,1.2.2,FROZEN_OPERATIONAL_V1.2.2
